,genero,edad,ciudad,fecha_registro,fecha_pedido,nombre_restaurante,nombre_plato,categoria,cantidad,precio,metodo_pago,frecuencia_pedidos,fecha_ultimo_pedido,puntos_fidelidad,abandono,calificacion,fecha_calificacion,estado_entrega
165,Female,Teenager,Karachi,2025-03-14,2023-11-09,KFC,Sandwich,Dessert,4,167.37,Cash,24,2025-03-14,442,Inactive,3,2025-03-05,Delayed
166,Female,Adult,Islamabad,2024-11-02,2023-11-09,Burger King,Fries,Fast Food,3,1442.35,Wallet,13,2025-07-03,188,Inactive,1,2025-06-05,Delayed
167,Female,Adult,Peshawar,2025-02-21,2023-11-09,Burger King,Pizza,Fast Food,5,1381.09,Wallet,23,2025-04-14,193,Inactive,1,2025-10-07,Delivered
168,Female,Adult,Multan,2024-10-31,2023-11-09,KFC,Burger,Chinese,4,412.61,Cash,47,2025-06-19,392,Active,2,2024-02-10,Delayed
169,Other,Teenager,Lahore,2023-12-25,2023-11-09,McDonald's,Burger,Dessert,5,819.6,Cash,47,2024-11-20,317,Inactive,3,2025-02-27,Delivered
170,Other,Adult,Islamabad,2025-06-06,2023-11-09,Burger King,Pasta,Continental,1,1423.77,Wallet,24,2025-01-30,197,Inactive,3,2025-03-07,Cancelled
171,Male,Teenager,Karachi,2024-05-10,2023-11-09,McDonald's,Burger,Chinese,1,739.3,Cash,14,2024-10-29,481,Inactive,2,2024-11-29,Cancelled
172,Female,Teenager,Karachi,2024-06-29,2023-11-09,McDonald's,Pasta,Chinese,3,898.92,Cash,27,2024-12-31,169,Active,3,2024-11-29,Delivered
173,Male,Adult,Karachi,2023-11-22,2023-12-09,McDonald's,Sandwich,Italian,1,1394.3,Cash,16,2025-06-07,288,Inactive,5,2025-03-23,Cancelled
174,Other,Senior,Multan,2025-02-07,2023-12-09,Pizza Hut,Pizza,Continental,1,664.72,Card,11,2025-07-01,356,Inactive,2,2025-06-06,Delayed
175,Other,Senior,Peshawar,2023-08-24,2023-12-09,KFC,Sandwich,Italian,1,1064.71,Card,12,2025-08-13,41,Active,4,2024-12-26,Delivered
176,Male,Senior,Multan,2024-01-13,2023-12-09,Burger King,Sandwich,Continental,2,1217.64,Cash,27,2025-01-03,115,Active,4,2025-05-29,Delayed
177,Other,Adult,Lahore,2025-04-19,2023-12-09,Pizza Hut,Sandwich,Dessert,2,746.63,Card,47,2025-08-15,162,Active,5,2025-06-13,Delivered
178,Other,Senior,Peshawar,2024-11-20,2023-12-09,Burger King,Pizza,Continental,3,889.41,Cash,24,2025-07-24,101,Active,5,2025-06-25,Cancelled
179,Other,Adult,Karachi,2024-05-04,2023-12-09,Subway,Fries,Chinese,5,752.8,Card,33,2025-04-19,76,Inactive,4,2024-08-30,Delivered
180,Male,Senior,Multan,2024-10-08,2023-12-09,Pizza Hut,Burger,Fast Food,1,582.15,Cash,13,2024-12-25,492,Active,5,2024-01-11,Delayed
181,Male,Teenager,Multan,2023-11-29,2023-12-09,Pizza Hut,Pasta,Continental,5,1367.65,Wallet,7,2025-05-03,297,Inactive,4,2025-07-21,Delivered
182,Male,Teenager,Lahore,2024-12-26,2023-09-13,KFC,Burger,Chinese,5,1454.36,Card,32,2024-02-11,80,Inactive,4,2025-03-14,Cancelled
183,Female,Teenager,Lahore,2024-12-01,2023-09-13,Subway,Sandwich,Chinese,4,802.86,Wallet,44,2024-09-24,97,Active,4,2025-05-21,Delayed
184,Male,Senior,Karachi,2025-03-02,2023-09-13,Subway,Pasta,Italian,3,1382.02,Wallet,6,2025-05-03,26,Inactive,1,2025-06-06,Cancelled
185,Male,Adult,Multan,2024-01-03,2023-09-13,Burger King,Pizza,Chinese,3,1275.91,Card,33,2024-08-30,368,Active,4,2024-11-14,Delayed
186,Other,Adult,Karachi,2024-02-25,2023-09-13,McDonald's,Fries,Fast Food,2,899.49,Card,29,2025-04-01,209,Active,3,2024-12-20,Delayed
187,Male,Adult,Islamabad,2024-03-21,2023-09-13,McDonald's,Fries,Dessert,4,483.89,Cash,11,2024-08-10,493,Active,2,2024-10-31,Delayed
188,Other,Senior,Lahore,2023-09-21,2023-09-13,Subway,Burger,Continental,1,390.24,Cash,49,2025-02-15,180,Inactive,1,2024-12-10,Delayed
189,Female,Adult,Lahore,2024-08-03,2023-09-13,Subway,Fries,Italian,5,1070.43,Wallet,20,2025-09-08,248,Active,4,2024-01-09,Delayed
190,Other,Senior,Multan,2024-10-04,2023-09-14,McDonald's,Fries,Fast Food,4,1264.25,Cash,26,2024-08-22,337,Inactive,1,2024-12-30,Cancelled
191,Female,Teenager,Islamabad,2025-04-02,2023-09-14,Pizza Hut,Pizza,Chinese,3,1317.92,Card,19,2025-04-27,60,Active,3,2024-10-29,Delayed
192,Other,Senior,Peshawar,2025-08-19,2023-09-14,Burger King,Pizza,Chinese,1,1116.09,Card,14,2025-07-19,83,Active,2,2024-10-30,Cancelled
193,Female,Senior,Multan,2025-08-02,2023-09-14,McDonald's,Pizza,Fast Food,5,1335.23,Wallet,11,2024-12-30,302,Active,5,2025-03-05,Delivered
194,Female,Senior,Islamabad,2024-06-26,2023-09-14,Pizza Hut,Pasta,Italian,1,1352.98,Wallet,42,2025-01-29,494,Active,3,2025-09-07,Delivered
195,Female,Senior,Lahore,2024-08-21,2023-09-14,Subway,Pasta,Fast Food,4,1125.3,Cash,1,2025-10-02,10,Inactive,2,2025-04-25,Cancelled
196,Male,Teenager,Karachi,2025-01-05,2023-09-14,Pizza Hut,Burger,Fast Food,2,940.68,Card,49,2025-06-03,225,Inactive,4,2025-06-14,Delivered
197,Female,Senior,Karachi,2025-05-13,2023-09-14,McDonald's,Pizza,Chinese,3,952.38,Card,31,2025-05-02,12,Active,3,2025-07-17,Delivered
198,Male,Teenager,Karachi,2024-04-07,2023-09-14,Subway,Burger,Fast Food,2,502.9,Wallet,32,2025-03-04,189,Inactive,2,2025-05-05,Delivered
199,Other,Senior,Peshawar,2023-09-21,2023-09-14,Subway,Pizza,Italian,3,1262.54,Card,39,2024-10-24,114,Active,1,2025-04-27,Cancelled
200,Male,Senior,Islamabad,2023-12-10,2023-09-14,Subway,Pasta,Fast Food,3,1023.64,Wallet,24,2025-07-17,443,Active,5,2025-11-02,Delayed
201,Other,Senior,Multan,2024-10-26,2023-09-15,Subway,Burger,Chinese,5,532.27,Cash,4,2025-05-30,9,Active,1,2025-03-08,Cancelled
202,Other,Senior,Peshawar,2025-06-29,2023-09-15,Burger King,Burger,Continental,4,1219.14,Wallet,48,2025-12-05,167,Inactive,2,2025-01-13,Delivered
203,Other,Teenager,Lahore,2025-08-19,2023-09-15,Pizza Hut,Fries,Fast Food,3,1435.15,Cash,31,2025-04-23,8,Active,4,2024-09-24,Delivered
204,Male,Teenager,Lahore,2025-06-28,2023-09-15,Pizza Hut,Fries,Italian,4,1072.07,Card,24,2025-08-18,429,Active,4,2024-04-10,Delivered
205,Male,Teenager,Lahore,2024-10-13,2023-09-15,McDonald's,Pizza,Dessert,1,1419.33,Cash,48,2025-11-08,155,Active,5,2025-06-27,Delayed
206,Other,Senior,Multan,2024-02-28,2023-09-15,McDonald's,Burger,Fast Food,3,1016.5,Card,23,2025-06-13,235,Inactive,3,2025-01-28,Delayed
207,Other,Senior,Islamabad,2025-01-26,2023-09-15,Subway,Burger,Continental,4,1364.01,Wallet,48,2024-01-12,165,Inactive,1,2025-04-24,Delivered
208,Other,Senior,Multan,2024-05-27,2023-09-15,Subway,Burger,Chinese,2,489.76,Wallet,26,2024-09-19,120,Active,5,2025-04-25,Cancelled
209,Female,Senior,Multan,2024-06-24,2023-09-16,Pizza Hut,Sandwich,Chinese,1,1266.44,Wallet,3,2024-08-27,437,Inactive,5,2025-10-03,Delayed
210,Male,Adult,Multan,2024-08-23,2023-09-16,Subway,Burger,Italian,4,1161.7,Wallet,21,2024-11-10,177,Active,5,2025-04-17,Delivered
211,Other,Adult,Islamabad,2023-08-26,2023-09-16,Subway,Burger,Continental,2,647.62,Wallet,16,2024-10-17,375,Inactive,5,2025-03-22,Delayed
212,Male,Senior,Multan,2024-04-22,2023-09-16,KFC,Sandwich,Dessert,2,179.31,Card,17,2024-10-11,210,Active,5,2025-01-17,Delayed
213,Male,Adult,Karachi,2024-09-28,2023-09-16,KFC,Burger,Italian,3,923.55,Cash,18,2025-05-15,275,Inactive,2,2024-08-26,Cancelled
214,Male,Senior,Peshawar,2023-04-10,2023-09-16,KFC,Fries,Chinese,1,184.89,Wallet,9,2024-09-15,231,Active,2,2025-06-19,Delivered
215,Male,Adult,Karachi,2025-08-13,2023-09-16,McDonald's,Pizza,Continental,4,1314.73,Wallet,18,2025-11-02,310,Active,5,2025-03-28,Delivered
216,Female,Senior,Multan,2024-05-21,2023-09-16,KFC,Pasta,Fast Food,2,257.44,Card,41,2025-07-02,98,Active,4,2024-09-24,Delivered
217,Other,Senior,Multan,2023-10-20,2023-09-16,Burger King,Pasta,Dessert,4,200.97,Wallet,3,2024-12-09,238,Inactive,5,2025-12-06,Delayed
218,Female,Teenager,Karachi,2025-03-15,2023-09-16,Burger King,Fries,Dessert,4,1074.93,Card,5,2025-01-22,215,Active,3,2024-10-12,Cancelled
219,Female,Senior,Islamabad,2024-08-05,2023-09-16,Subway,Sandwich,Continental,1,1094.1,Wallet,39,2024-12-28,110,Active,4,2024-10-10,Delayed
220,Female,Senior,Karachi,2023-10-21,2023-09-16,Pizza Hut,Burger,Fast Food,2,209.07,Wallet,23,2024-01-11,257,Active,2,2024-09-18,Delivered
221,Male,Adult,Lahore,2025-05-16,2023-09-17,Burger King,Pizza,Continental,2,226.01,Cash,30,2024-11-14,402,Active,1,2025-01-15,Cancelled
222,Male,Adult,Multan,2024-07-24,2023-09-17,McDonald's,Burger,Dessert,4,1312.55,Card,39,2025-07-24,138,Active,1,2024-10-12,Delivered
223,Other,Senior,Peshawar,2024-01-13,2023-09-17,Burger King,Pizza,Fast Food,1,219.65,Wallet,14,2025-09-07,394,Active,3,2024-04-09,Delayed
224,Female,Teenager,Multan,2024-09-13,2023-09-17,Pizza Hut,Fries,Continental,4,293.44,Wallet,30,2024-09-18,327,Inactive,1,2025-05-07,Delivered
225,Female,Adult,Islamabad,2024-05-02,2023-09-17,Subway,Fries,Chinese,2,831.6,Wallet,12,2024-12-19,44,Active,4,2024-08-09,Delayed
226,Female,Adult,Lahore,2024-05-14,2023-09-17,Pizza Hut,Pasta,Chinese,5,690.91,Cash,14,2025-10-07,307,Active,3,2025-01-14,Delayed
227,Male,Teenager,Islamabad,2024-05-27,2023-09-17,KFC,Pasta,Dessert,1,1352.59,Wallet,45,2024-11-15,107,Inactive,3,2025-08-06,Delivered
228,Male,Adult,Lahore,2025-08-07,2023-09-18,McDonald's,Pizza,Continental,4,535.89,Card,46,2025-02-26,261,Inactive,5,2024-09-20,Delayed
229,Female,Adult,Karachi,2024-03-21,2023-09-18,Pizza Hut,Pizza,Chinese,1,1353.56,Wallet,34,2025-06-25,385,Active,4,2025-07-14,Delivered
230,Male,Senior,Islamabad,2023-10-30,2023-09-18,KFC,Sandwich,Italian,1,1149.56,Wallet,43,2025-08-07,130,Inactive,1,2025-05-20,Delivered
231,Male,Senior,Lahore,2025-06-05,2023-09-18,McDonald's,Pizza,Italian,4,1349.15,Wallet,48,2025-11-08,275,Inactive,3,2024-12-31,Cancelled
232,Female,Teenager,Multan,2025-05-16,2023-09-18,Burger King,Pizza,Dessert,5,1287.99,Wallet,6,2024-08-30,186,Inactive,4,2024-11-19,Cancelled
233,Female,Senior,Islamabad,2025-01-27,2023-09-18,Subway,Fries,Continental,2,125.86,Wallet,7,2024-10-22,148,Inactive,4,2024-10-17,Delivered
234,Other,Teenager,Karachi,2024-10-28,2023-09-18,Subway,Sandwich,Continental,1,284.05,Cash,2,2024-08-10,459,Inactive,1,2024-11-15,Cancelled
235,Other,Teenager,Multan,2024-08-12,2023-09-18,KFC,Sandwich,Fast Food,2,972.83,Card,2,2025-02-23,403,Active,3,2025-04-08,Delayed
236,Male,Senior,Karachi,2024-08-29,2023-09-18,McDonald's,Fries,Dessert,4,938.61,Card,49,2025-02-14,119,Inactive,5,2025-01-29,Cancelled
237,Other,Senior,Karachi,2023-03-12,2023-09-18,Subway,Pasta,Fast Food,3,1214.61,Card,5,2025-05-28,330,Inactive,4,2025-01-22,Delayed
238,Female,Adult,Lahore,2025-08-08,2023-09-18,Subway,Fries,Continental,5,233.74,Card,15,2024-09-23,148,Active,4,2024-10-30,Cancelled
239,Male,Adult,Lahore,2023-02-12,2023-09-18,Subway,Fries,Chinese,5,1117.95,Cash,6,2025-04-27,477,Active,1,2025-02-25,Delivered
240,Other,Senior,Peshawar,2024-05-09,2023-09-18,KFC,Pasta,Continental,4,1073.05,Cash,23,2025-07-04,109,Active,5,2025-07-03,Cancelled
241,Other,Teenager,Multan,2025-07-31,2023-09-18,Pizza Hut,Pasta,Fast Food,2,127.52,Wallet,1,2025-07-27,204,Active,1,2025-01-08,Delayed
242,Other,Adult,Peshawar,2024-12-12,2023-09-19,Pizza Hut,Pasta,Fast Food,5,1487.56,Wallet,38,2025-08-01,356,Inactive,3,2025-02-23,Cancelled
243,Female,Senior,Peshawar,2024-05-31,2023-09-19,Subway,Sandwich,Dessert,1,839.84,Card,46,2025-05-24,426,Active,3,2024-12-28,Delivered
244,Other,Senior,Karachi,2025-03-18,2023-09-19,KFC,Pasta,Fast Food,2,923.22,Wallet,31,2024-10-29,431,Inactive,2,2025-02-02,Delivered
245,Female,Teenager,Karachi,2023-09-15,2023-09-19,KFC,Fries,Italian,3,1223.56,Cash,32,2025-01-27,200,Active,5,2024-05-12,Cancelled
246,Female,Senior,Islamabad,2024-10-02,2023-09-19,McDonald's,Pizza,Continental,3,1052.58,Card,2,2025-08-18,27,Inactive,1,2025-01-27,Delivered
247,Female,Adult,Multan,2025-06-14,2023-09-19,Subway,Burger,Chinese,2,946.03,Card,32,2024-09-12,193,Inactive,5,2024-12-17,Delayed
248,Other,Adult,Multan,2024-05-04,2023-09-20,Pizza Hut,Pasta,Italian,5,434.85,Wallet,14,2024-12-09,148,Inactive,5,2025-08-20,Delivered
249,Female,Adult,Islamabad,2024-09-26,2023-09-20,McDonald's,Pasta,Fast Food,3,356.66,Wallet,11,2024-08-22,258,Inactive,2,2024-10-17,Delayed
250,Female,Adult,Karachi,2024-03-01,2023-09-20,Subway,Pizza,Continental,5,695.11,Wallet,13,2025-04-29,17,Inactive,2,2025-04-25,Delayed
251,Other,Adult,Peshawar,2024-08-22,2023-09-20,KFC,Pasta,Dessert,1,1132.4,Cash,46,2025-08-19,426,Inactive,2,2025-05-26,Cancelled
252,Female,Adult,Multan,2025-03-26,2023-09-20,McDonald's,Pasta,Dessert,3,808.42,Wallet,29,2025-11-03,423,Inactive,4,2024-10-28,Cancelled
253,Female,Teenager,Karachi,2024-10-09,2023-09-20,McDonald's,Pizza,Continental,5,1088.13,Cash,40,2025-11-03,382,Inactive,2,2025-04-22,Cancelled
254,Female,Adult,Multan,2024-07-22,2023-09-20,KFC,Burger,Continental,1,1323.97,Card,36,2025-01-05,448,Inactive,5,2025-02-08,Delayed
255,Other,Senior,Peshawar,2024-01-02,2023-09-20,Burger King,Sandwich,Chinese,1,1336.88,Wallet,9,2025-08-14,175,Active,3,2024-10-31,Delayed
256,Other,Adult,Islamabad,2023-08-22,2023-09-20,Burger King,Pizza,Dessert,5,348.25,Cash,43,2024-09-19,143,Active,3,2025-10-01,Cancelled
257,Male,Senior,Lahore,2024-06-08,2023-09-20,Subway,Fries,Italian,1,490.52,Card,30,2024-10-31,371,Inactive,5,2025-10-01,Delayed
258,Female,Teenager,Lahore,2024-04-09,2023-09-20,Subway,Burger,Dessert,1,102.75,Wallet,33,2024-09-12,204,Inactive,5,2024-10-11,Cancelled
259,Female,Adult,Islamabad,2023-10-14,2023-09-20,Subway,Sandwich,Chinese,4,1491.6,Cash,20,2025-06-25,436,Active,4,2025-07-28,Delivered
260,Male,Teenager,Multan,2025-07-31,2023-09-20,KFC,Burger,Continental,2,1441.48,Wallet,2,2025-01-15,40,Active,5,2025-05-14,Delivered
261,Male,Teenager,Islamabad,2024-02-09,2023-09-20,Pizza Hut,Sandwich,Chinese,3,832.33,Card,19,2025-10-03,365,Inactive,3,2024-10-22,Delayed
262,Other,Senior,Multan,2024-12-13,2023-09-21,Burger King,Pasta,Chinese,2,681.72,Card,10,2025-03-22,397,Inactive,5,2025-03-23,Delivered
263,Other,Teenager,Lahore,2024-01-02,2023-09-21,KFC,Burger,Chinese,4,703.58,Cash,10,2025-08-01,342,Active,4,2025-04-26,Delivered
264,Other,Senior,Multan,2024-10-07,2023-09-21,KFC,Burger,Continental,3,841.78,Cash,25,2025-07-02,233,Inactive,4,2024-06-09,Delivered
265,Other,Teenager,Multan,2023-01-11,2023-09-21,KFC,Fries,Fast Food,3,436.54,Wallet,26,2025-01-30,391,Inactive,4,2024-03-11,Cancelled
266,Male,Adult,Lahore,2025-05-04,2023-09-21,Subway,Burger,Chinese,1,829.09,Cash,20,2025-01-05,228,Inactive,4,2025-11-01,Delivered
267,Female,Adult,Lahore,2025-01-31,2023-09-21,KFC,Pizza,Continental,2,954.85,Card,19,2025-06-14,49,Inactive,4,2024-09-15,Cancelled
268,Female,Teenager,Peshawar,2024-10-25,2023-09-21,Burger King,Pizza,Fast Food,4,548.53,Card,21,2025-05-08,468,Active,4,2024-10-21,Delivered
269,Other,Senior,Lahore,2024-12-30,2023-09-21,KFC,Burger,Continental,1,856.2,Wallet,3,2025-08-06,169,Active,2,2024-11-21,Delivered
270,Other,Teenager,Lahore,2023-03-11,2023-09-21,McDonald's,Sandwich,Chinese,4,1025.77,Card,19,2025-02-28,124,Inactive,5,2025-08-17,Delivered
271,Male,Adult,Karachi,2023-09-20,2023-09-21,Burger King,Sandwich,Fast Food,5,1065.93,Wallet,32,2025-12-07,97,Active,3,2025-05-22,Delivered
272,Other,Teenager,Islamabad,2023-11-27,2023-09-22,McDonald's,Fries,Continental,4,396.85,Card,1,2025-04-25,88,Active,3,2025-05-14,Delayed
273,Female,Senior,Karachi,2024-02-01,2023-09-22,KFC,Burger,Chinese,3,862.59,Wallet,45,2025-08-01,152,Inactive,3,2025-01-20,Delivered
274,Female,Adult,Peshawar,2024-03-17,2023-09-22,KFC,Pizza,Dessert,1,333.7,Cash,44,2025-08-18,361,Active,1,2024-08-25,Cancelled
275,Female,Senior,Multan,2024-03-20,2023-09-22,Pizza Hut,Sandwich,Italian,3,931.67,Cash,3,2025-05-08,246,Active,2,2025-02-02,Cancelled
276,Male,Teenager,Peshawar,2024-01-15,2023-09-22,Pizza Hut,Fries,Dessert,5,1076.91,Card,14,2024-11-27,416,Active,4,2024-12-31,Delayed
277,Other,Teenager,Multan,2024-07-15,2023-09-22,Subway,Sandwich,Italian,4,160.81,Cash,2,2024-10-16,152,Active,1,2025-10-04,Cancelled
278,Male,Teenager,Karachi,2024-11-01,2023-09-22,Burger King,Sandwich,Fast Food,4,292.18,Cash,2,2025-12-07,374,Active,5,2025-07-01,Delivered
279,Male,Senior,Multan,2025-07-16,2023-09-22,Burger King,Pasta,Italian,4,1395.01,Cash,19,2025-07-14,103,Active,4,2025-06-17,Delayed
280,Female,Senior,Karachi,2025-12-02,2023-09-22,Subway,Sandwich,Fast Food,1,1340.07,Cash,36,2024-12-17,347,Active,1,2025-03-15,Cancelled
281,Other,Senior,Karachi,2024-08-10,2023-09-22,KFC,Sandwich,Chinese,2,121.9,Wallet,15,2024-08-28,492,Inactive,1,2024-12-13,Delivered
282,Female,Teenager,Lahore,2023-12-17,2023-09-22,KFC,Pasta,Dessert,1,1399.93,Wallet,26,2024-07-10,76,Active,3,2025-12-04,Delivered
283,Female,Senior,Multan,2025-07-22,2023-09-23,KFC,Pasta,Continental,5,1414.0,Wallet,13,2025-02-01,338,Active,4,2025-07-21,Delayed
284,Female,Teenager,Islamabad,2024-12-22,2023-09-23,Burger King,Sandwich,Fast Food,2,224.91,Card,15,2025-08-19,443,Active,1,2024-01-10,Cancelled
285,Female,Senior,Islamabad,2024-11-21,2023-09-23,Burger King,Pizza,Dessert,1,262.5,Cash,18,2025-05-26,60,Active,3,2024-02-11,Delayed
286,Male,Adult,Peshawar,2024-12-05,2023-09-23,Burger King,Pasta,Continental,3,494.59,Card,6,2025-08-19,20,Inactive,3,2025-06-20,Delivered
287,Other,Adult,Multan,2024-01-29,2023-09-23,KFC,Burger,Continental,4,980.0,Cash,1,2025-08-08,353,Inactive,4,2024-12-23,Cancelled
288,Female,Teenager,Karachi,2024-08-11,2023-09-23,Burger King,Pizza,Italian,1,228.02,Cash,7,2024-08-26,458,Active,4,2025-04-17,Delayed
289,Other,Adult,Islamabad,2023-09-09,2023-09-23,Pizza Hut,Burger,Dessert,1,1333.52,Card,22,2025-06-17,326,Inactive,5,2025-05-08,Delivered
290,Male,Senior,Lahore,2024-02-29,2023-09-23,KFC,Burger,Chinese,5,1111.68,Card,42,2024-09-20,384,Inactive,5,2024-12-20,Delayed
291,Other,Senior,Lahore,2024-01-27,2023-09-23,Pizza Hut,Burger,Dessert,4,1071.37,Cash,8,2025-06-24,491,Active,5,2025-10-06,Delayed
292,Male,Teenager,Karachi,2024-11-23,2023-09-24,McDonald's,Pasta,Continental,4,1104.37,Card,6,2025-02-25,223,Active,5,2024-12-20,Delivered
293,Male,Adult,Islamabad,2024-04-18,2023-09-24,McDonald's,Burger,Italian,1,901.81,Cash,15,2025-08-05,26,Active,3,2025-11-03,Cancelled
294,Female,Teenager,Multan,2025-01-28,2023-09-24,KFC,Pasta,Dessert,5,745.64,Cash,2,2025-05-24,429,Inactive,1,2025-07-16,Delivered
295,Female,Teenager,Islamabad,2025-02-13,2023-09-24,Subway,Burger,Dessert,3,121.03,Card,21,2025-11-04,69,Active,5,2025-08-15,Cancelled
296,Male,Senior,Lahore,2025-07-25,2023-09-24,Subway,Burger,Dessert,1,1376.4,Wallet,42,2025-07-21,76,Inactive,1,2025-02-15,Cancelled
297,Male,Adult,Karachi,2024-11-23,2023-09-24,KFC,Sandwich,Chinese,1,1359.52,Card,6,2024-10-14,228,Active,1,2024-03-12,Cancelled
298,Other,Senior,Karachi,2024-02-02,2023-09-24,Subway,Pizza,Chinese,1,273.98,Card,37,2024-02-09,173,Active,5,2024-09-25,Cancelled
299,Male,Adult,Peshawar,2023-12-30,2023-09-24,Burger King,Pizza,Continental,2,760.42,Cash,10,2025-12-05,135,Active,3,2025-08-13,Delayed
300,Other,Senior,Peshawar,2025-07-07,2023-09-24,Subway,Pizza,Chinese,5,570.24,Cash,16,2025-11-02,21,Inactive,3,2025-08-13,Cancelled
301,Other,Senior,Multan,2023-12-21,2023-09-24,Pizza Hut,Pasta,Dessert,5,576.53,Wallet,17,2024-06-09,40,Inactive,5,2025-01-18,Delivered
302,Other,Adult,Multan,2025-07-20,2023-09-25,McDonald's,Pizza,Fast Food,4,195.48,Cash,6,2025-08-08,213,Inactive,5,2025-03-05,Cancelled
303,Male,Teenager,Lahore,2024-02-21,2023-09-25,McDonald's,Pasta,Chinese,5,751.35,Card,27,2024-08-27,214,Active,5,2025-05-06,Delivered
304,Female,Adult,Lahore,2025-06-14,2023-09-25,Burger King,Sandwich,Fast Food,2,714.38,Wallet,45,2025-02-22,252,Active,2,2024-06-11,Cancelled
305,Other,Adult,Peshawar,2025-06-02,2023-09-25,Burger King,Pasta,Fast Food,2,1435.8,Card,42,2025-01-22,451,Active,3,2025-06-17,Delivered
306,Other,Senior,Peshawar,2025-01-28,2023-09-25,McDonald's,Sandwich,Dessert,4,1243.61,Cash,45,2024-11-27,274,Inactive,2,2024-10-23,Delayed
307,Male,Senior,Multan,2024-01-07,2023-09-25,Subway,Fries,Italian,2,1164.01,Cash,5,2024-12-18,187,Inactive,3,2024-11-24,Delivered
308,Other,Adult,Islamabad,2024-10-06,2023-09-26,Subway,Sandwich,Continental,2,1428.87,Cash,50,2025-12-04,4,Active,4,2025-04-14,Delayed
309,Female,Senior,Multan,2024-12-21,2023-09-26,McDonald's,Burger,Continental,3,1025.94,Cash,9,2025-04-14,488,Inactive,3,2025-07-04,Delivered
310,Other,Senior,Peshawar,2025-07-03,2023-09-26,Subway,Pasta,Italian,5,1173.77,Card,19,2024-08-22,174,Inactive,4,2025-03-13,Cancelled
311,Other,Teenager,Multan,2023-08-09,2023-09-26,Subway,Fries,Chinese,2,1421.08,Card,12,2025-09-03,116,Active,2,2025-08-04,Delayed
312,Female,Senior,Peshawar,2024-11-16,2023-09-26,KFC,Pizza,Dessert,4,1316.87,Card,37,2025-09-06,129,Active,3,2025-06-08,Delivered
313,Male,Adult,Lahore,2024-07-12,2023-09-26,Pizza Hut,Pizza,Continental,5,1332.69,Wallet,10,2024-09-10,93,Active,3,2025-01-29,Delayed
314,Other,Senior,Karachi,2024-04-22,2023-09-27,KFC,Pizza,Fast Food,3,1271.96,Cash,49,2024-10-30,27,Inactive,5,2024-12-22,Delayed
315,Other,Teenager,Karachi,2025-11-04,2023-09-27,KFC,Pizza,Fast Food,3,392.26,Card,16,2025-03-08,294,Inactive,2,2025-08-13,Delayed
316,Female,Adult,Multan,2025-07-14,2023-09-27,Subway,Fries,Italian,1,908.4,Cash,47,2024-04-10,145,Active,3,2024-01-12,Delivered
317,Female,Teenager,Peshawar,2023-11-15,2023-09-27,KFC,Pizza,Italian,3,994.25,Wallet,45,2025-01-14,118,Inactive,4,2024-10-31,Delayed
318,Other,Teenager,Islamabad,2024-06-07,2023-09-27,Subway,Sandwich,Continental,3,925.84,Card,49,2025-04-19,81,Inactive,5,2025-11-05,Delayed
319,Other,Senior,Islamabad,2023-03-12,2023-09-27,Pizza Hut,Sandwich,Dessert,5,993.8,Cash,34,2024-12-27,471,Active,4,2025-06-25,Delivered
320,Male,Teenager,Peshawar,2025-04-04,2023-09-27,KFC,Burger,Chinese,4,1155.39,Wallet,34,2024-09-19,263,Inactive,5,2025-01-08,Cancelled
321,Female,Adult,Islamabad,2025-07-08,2023-09-27,Burger King,Pasta,Continental,1,1047.83,Cash,48,2024-11-23,13,Active,5,2025-04-03,Delayed
322,Male,Senior,Multan,2024-02-16,2023-09-27,Pizza Hut,Burger,Chinese,1,969.41,Wallet,37,2025-03-08,352,Inactive,1,2024-11-24,Delayed
323,Female,Teenager,Karachi,2024-04-25,2023-09-27,Burger King,Pasta,Continental,2,782.3,Cash,42,2025-04-02,344,Inactive,4,2025-07-27,Delayed
324,Other,Teenager,Karachi,2024-10-30,2023-09-28,McDonald's,Pizza,Dessert,3,379.4,Cash,38,2025-03-07,357,Active,1,2025-05-04,Delivered
325,Female,Teenager,Lahore,2024-09-26,2023-09-28,Pizza Hut,Burger,Dessert,5,1493.64,Card,42,2025-10-06,38,Inactive,3,2025-06-16,Delivered
326,Female,Teenager,Multan,2025-04-14,2023-09-28,KFC,Burger,Fast Food,2,523.13,Wallet,14,2025-06-22,201,Inactive,1,2024-12-15,Cancelled
327,Male,Teenager,Multan,2024-01-30,2023-09-28,Subway,Burger,Dessert,3,717.91,Card,29,2025-01-19,493,Active,5,2025-01-20,Delayed
328,Female,Senior,Lahore,2025-01-05,2023-09-28,KFC,Fries,Chinese,2,821.46,Wallet,49,2025-05-15,411,Active,3,2024-07-11,Cancelled
329,Male,Adult,Islamabad,2025-07-23,2023-09-28,Subway,Fries,Dessert,1,126.7,Wallet,11,2025-05-16,389,Inactive,5,2024-05-09,Delayed
330,Other,Senior,Multan,2024-05-31,2023-09-28,Burger King,Burger,Continental,3,1422.21,Cash,16,2024-11-13,468,Active,3,2025-02-28,Delivered
